date,market,regime,fold,r1_rank,p_lab_up_10,p_lab_dn_05,p_lab_dn_10,p_lab_dump_B,exp_downside,R1,f_qv_rank,net,outcome,eod_net,pump20_hit,up_high_ret,down_low_ret,policy,a1_filled_from_demoted
2024-05-17,KRW-BTC,bull_volatile,0,1,0.0009033423667570009,0.04698441382426022,0.0,0.0,-0.020403399257999125,0.01922642623862136,1.0,0.017785596345423482,eod,0.017785596345423482,0,0.02514338555025919,-0.0015301797686015917,R1_baseline,
2024-05-18,KRW-BTC,bull_volatile,0,1,0.0009033423667570009,0.025067750677506776,0.0,0.0,-0.017029494668540184,0.036036036036036036,1.0,0.005102122187884918,eod,0.005102122187884918,0,0.009370411952672963,-0.003184644615251697,R1_baseline,
2024-05-19,KRW-BTC,bull_volatile,0,1,0.0,0.025067750677506776,0.0,0.0,-0.017029494668540184,0.0,1.0,-0.011912641161063107,eod,-0.011912641161063107,0,0.009928437882792851,-0.013141211613263759,R1_baseline,
2024-05-20,KRW-BTC,bull_volatile,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.0485,tp,0.051826390922798116,0,0.055095731409665394,-0.0027553289580733997,R1_baseline,
2024-05-21,KRW-BTC,bull_volatile,0,1,0.0056471651231082,0.12014453477868112,0.0,0.0,-0.027170517233735154,0.04700309617504344,2.0,-0.004539231847028811,eod,-0.004539231847028811,0,0.009150730002056351,-0.017365823565700156,R1_baseline,
2024-05-22,KRW-BTC,bull_volatile,0,1,0.0009033423667570009,0.04698441382426022,0.0,0.0,-0.020403399257999125,0.01922642623862136,2.0,-0.012818765375948447,eod,-0.012818765375948447,0,0.0029157231924066274,-0.021475025073151577,R1_baseline,
2024-05-23,KRW-BTC,bull_volatile,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.01498695215791229,eod,-0.01498695215791229,0,0.015300615168568843,-0.025371773508976014,R1_baseline,
2024-05-24,KRW-BTC,bull_volatile,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,3.0,0.00960663642722387,eod,0.00960663642722387,0,0.01330916678082561,-0.016828772247805546,R1_baseline,
2024-05-25,KRW-BTC,bull_volatile,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,3.0,0.0056066947580265,eod,0.0056066947580265,0,0.01453567752641427,-0.00023105845778981227,R1_baseline,
2024-05-26,KRW-BTC,bull_volatile,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.004955417824543838,eod,-0.004955417824543838,0,0.003636741479634331,-0.00872817955112215,R1_baseline,
2024-05-27,KRW-BTC,bull_volatile,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,2.0,0.00039033942558736176,eod,0.00039033942558736176,0,0.018047974569713743,-0.00610661480226693,R1_baseline,
2024-05-28,KRW-BTC,bull_volatile,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.014759530287394016,eod,-0.014759530287394016,0,0.0007183758459134992,-0.024945340968245744,R1_baseline,
2024-05-29,KRW-BTC,bull_volatile,0,1,0.0,0.04698441382426022,0.0,0.0,-0.020403399257999125,0.0,1.0,-0.008430138708416522,eod,-0.008430138708416522,0,0.006106450863143653,-0.01282565977137784,R1_baseline,
2024-05-30,KRW-BTC,bull_volatile,0,1,0.0,0.04698441382426022,0.0,0.0,-0.020403399257999125,0.0,3.0,0.009318803655202603,eod,0.009318803655202603,0,0.02353317005643696,-0.0030880630390799357,R1_baseline,
2024-05-31,KRW-BTC,bull_volatile,0,1,0.0,0.025067750677506776,0.0,0.0,-0.017029494668540184,0.0,2.0,-0.005416572788241867,eod,-0.005416572788241867,0,0.010526315789473717,-0.013684210526315743,R1_baseline,
2024-06-01,KRW-BTC,bull_volatile,0,1,0.0,0.025067750677506776,0.0,0.0,-0.017029494668540184,0.0,1.0,-7.308952542012118e-05,eod,-7.308952542012118e-05,0,0.003661220689071376,-0.0015131634639803382,R1_baseline,
2024-06-02,KRW-BTC,bull_volatile,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,3.0,0.000917039601452231,eod,0.000917039601452231,0,0.009117578776302704,-0.0027648213418880463,R1_baseline,
2024-06-03,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.007965648854961817,eod,0.007965648854961817,0,0.024821052631578855,-0.0018421052631578672,R1_baseline,
2024-06-04,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.013843054425600356,eod,0.013843054425600356,0,0.020136675208867194,-0.004937808613038275,R1_baseline,
2024-06-05,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.010712407559572647,eod,0.010712407559572647,0,0.01537593599343512,-0.0021540670838035014,R1_baseline,
2024-06-06,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.003661229770179074,eod,-0.003661229770179074,0,0.010316613304873767,-0.0038217207907709216,R1_baseline,
2024-06-07,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,2.0,-0.007041828091475742,eod,-0.007041828091475742,0,0.01351694958350702,-0.011208185433427276,R1_baseline,
2024-06-08,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.0023344342420091326,eod,0.0023344342420091326,0,0.0036662956116790824,-0.0017259163185898707,R1_baseline,
2024-06-09,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,3.0,-0.0047188076151283825,eod,-0.0047188076151283825,0,0.0026799270407695808,-0.004351060252504202,R1_baseline,
2024-06-10,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.007488329909970668,eod,-0.007488329909970668,0,0.0004898808977067404,-0.01023646959166391,R1_baseline,
2024-06-11,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.0315,sl,-0.02028276961036296,0,0.0007298594763516242,-0.03554724041159962,R1_baseline,
2024-06-12,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.00013814452429333638,eod,-0.00013814452429333638,0,0.030158713507956625,-0.008675219502984444,R1_baseline,
2024-06-13,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.011971916224670252,eod,-0.011971916224670252,0,0.004398857547897483,-0.01904434298580271,R1_baseline,
2024-06-14,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.008648144231786002,eod,-0.008648144231786002,0,0.006214725093538043,-0.01704821696577674,R1_baseline,
2024-06-15,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.00165961861791558,eod,-0.00165961861791558,0,0.0030751550878387324,-0.004607412294235891,R1_baseline,
2024-06-16,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.0014161345253299053,eod,0.0014161345253299053,0,0.00846528169688976,-0.0032157422295102656,R1_baseline,
2024-06-17,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.010498875140607376,eod,-0.010498875140607376,0,0.002366826224009966,-0.02823209755994016,R1_baseline,
2024-06-18,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.022520506505327387,eod,-0.022520506505327387,0,0.001175351804165059,-0.03153148340082701,R1_baseline,
2024-06-19,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.0019455601496357069,eod,0.0019455601496357069,0,0.011762266909622676,-0.0052264618271885555,R1_baseline,
2024-06-20,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.002884347067800329,eod,-0.002884347067800329,0,0.022195764017083786,-0.0005352324984434498,R1_baseline,
2024-06-21,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.016268646371148165,eod,-0.016268646371148165,0,0.002745726146504035,-0.024820492705302954,R1_baseline,
2024-06-22,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.006377243518723765,eod,0.006377243518723765,0,0.008614962129601,-0.001849227089515848,R1_baseline,
2024-06-23,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,2.0,-0.021473398115883058,eod,-0.021473398115883058,0,0.005590157800911211,-0.020258819904483083,R1_baseline,
2024-06-24,KRW-BTC,bull_quiet,0,1,0.0,0.4159891598915989,0.0,0.0,-0.048933228298004734,0.0,1.0,-0.0315,sl,-0.045109933373712885,0,0.003827160493827142,-0.06732884399551065,R1_baseline,
2024-06-25,KRW-BTC,bull_quiet,0,1,0.0009033423667570009,0.04698441382426022,0.0,0.0,-0.020403399257999125,0.01922642623862136,1.0,0.02262478742743218,eod,0.02262478742743218,0,0.029077723843499603,-0.005415521375519039,R1_baseline,
2024-06-26,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.017475355580495233,eod,-0.017475355580495233,0,0.010210031670534914,-0.017527411591187092,R1_baseline,
2024-06-27,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,2.0,0.010300851895817255,eod,0.010300851895817255,0,0.021662872276169587,-0.008084374854806509,R1_baseline,
2024-06-28,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,2.0,-0.020444317279931956,eod,-0.020444317279931956,0,0.007309352517985701,-0.02457553956834535,R1_baseline,
2024-06-29,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.004619936690310191,eod,0.004619936690310191,0,0.009899362354239827,-0.0006458658712730214,R1_baseline,
2024-07-01,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.005446424701440579,eod,0.005446424701440579,0,0.019608735213830775,-0.0035373066424021493,R1_baseline,
2024-07-02,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.012057317625736306,eod,-0.012057317625736306,0,0.0066622100862234745,-0.014412127941626385,R1_baseline,
2024-07-03,KRW-BTC,bull_quiet,0,1,0.0,0.025067750677506776,0.0,0.0,-0.017029494668540184,0.0,2.0,-0.0315,sl,-0.02283992764573889,0,0.00404491807035634,-0.03164890569496959,R1_baseline,
2024-07-04,KRW-BTC,bull_quiet,0,1,0.0,0.025067750677506776,0.0,0.0,-0.017029494668540184,0.0,1.0,-0.0315,sl,-0.048919037813552946,0,0.0030586773857097516,-0.04832944650830295,R1_baseline,
2024-07-05,KRW-BTC,bear_quiet,0,1,0.0056471651231082,0.294104359611475,0.0015808491418247517,0.0,-0.0401914157152023,0.019201228878648235,1.0,-0.0315,sl,-0.00826388991186072,0,0.010577864838393625,-0.05319539666993145,R1_baseline,
2024-07-06,KRW-BTC,bear_quiet,0,1,0.0056471651231082,0.07791327913279132,0.0,0.0,-0.0234329370312677,0.07248013671050177,1.0,0.01823285885507403,eod,0.01823285885507403,0,0.02569096871224641,-0.014546709731502294,R1_baseline,
2024-07-07,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,2.0,-0.0315,sl,-0.04153489724699494,0,0.001086300543150287,-0.04308992154496072,R1_baseline,
2024-07-08,KRW-BTC,bear_quiet,0,1,0.0,0.07791327913279132,0.0,0.0,-0.0234329370312677,0.0,2.0,0.013621680298899376,eod,0.013621680298899376,0,0.04160106805043018,-0.019106515359522347,R1_baseline,
2024-07-09,KRW-BTC,bear_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.017661900024869504,eod,0.017661900024869504,0,0.02237294873228235,-0.006198834768133765,R1_baseline,
2024-07-10,KRW-BTC,bear_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.005794725540195942,eod,-0.005794725540195942,0,0.02172031739453706,-0.011542727594066493,R1_baseline,
2024-07-11,KRW-BTC,bear_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.010307820462563675,eod,-0.010307820462563675,0,0.022813270512413553,-0.011302883089617466,R1_baseline,
2024-07-12,KRW-BTC,bear_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.005592549116520353,eod,0.005592549116520353,0,0.01528308868878736,-0.012149993832490491,R1_baseline,
2024-07-13,KRW-BTC,bear_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.021243164170316187,eod,0.021243164170316187,0,0.026389365772305773,-0.0030411536763623737,R1_baseline,
2024-07-14,KRW-BTC,bear_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,2.0,0.02209276984155545,eod,0.02209276984155545,0,0.03738193749170704,-0.0004945658074088088,R1_baseline,
2024-07-15,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.0485,tp,0.06721338176704955,0,0.06864099262554135,-0.0018845838698349215,R1_baseline,
2024-07-16,KRW-BTC,bull_volatile,0,1,0.0056471651231082,0.025067750677506776,0.0,0.0,-0.017029494668540184,0.22527610058669467,1.0,-0.0315,sl,-0.0015548215558358045,0,0.004190342467256025,-0.04236414295430113,R1_baseline,
2024-07-17,KRW-BTC,bull_volatile,0,1,0.0056471651231082,0.025067750677506776,0.0,0.0,-0.017029494668540184,0.22527610058669467,1.0,-0.024405701754386,eod,-0.024405701754386,0,0.014687586017065879,-0.01590971648775119,R1_baseline,
2024-07-18,KRW-BTC,bull_volatile,0,1,0.0056471651231082,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.9261350801897448,2.0,0.003314220466609065,eod,0.003314220466609065,0,0.019404453187874537,-0.0046387373692211575,R1_baseline,
2024-07-19,KRW-BTC,bull_volatile,0,1,0.0009033423667570009,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.14814814814814814,3.0,0.0485,tp,0.04270321417004502,0,0.04700055648302737,-0.013077351140790228,R1_baseline,
2024-07-20,KRW-BTC,bull_volatile,0,1,0.011291779584462511,0.006097560975609756,0.0,0.0,-0.015144420357606426,1.8518518518518519,2.0,0.003858346078567777,eod,0.003858346078567777,0,0.01741860565136988,-0.0028815964904734814,R1_baseline,
2024-07-21,KRW-BTC,bull_volatile,0,1,0.0009033423667570009,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.14814814814814814,3.0,0.009337050363541545,eod,0.009337050363541545,0,0.013032432260053461,-0.01764587075994173,R1_baseline,
2024-07-22,KRW-BTC,bull_volatile,0,1,0.0009033423667570009,0.025067750677506776,0.0,0.0,-0.017029494668540184,0.036036036036036036,1.0,-0.006081117371386445,eod,-0.006081117371386445,0,0.003715789473684117,-0.020526315789473726,R1_baseline,
2024-07-23,KRW-BTC,bull_volatile,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,2.0,-0.022860784604153694,eod,-0.022860784604153694,0,0.004921301599422945,-0.02422468287302193,R1_baseline,
2024-07-24,KRW-BTC,bull_volatile,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.011510810810810788,eod,-0.011510810810810788,0,0.0137708188757808,-0.012719031922276192,R1_baseline,
2024-07-25,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,2.0,0.013176174148530841,eod,0.013176174148530841,0,0.017890514857761053,-0.02512540846548128,R1_baseline,
2024-07-26,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.017505391676800708,eod,0.017505391676800708,0,0.02730467693971339,-0.0020437956204379937,R1_baseline,
2024-07-27,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.008006057181483115,eod,-0.008006057181483115,0,0.02297150223480804,-0.015733471401853327,R1_baseline,
2024-07-28,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.01591756430568997,eod,0.01591756430568997,0,0.011013239206707492,-0.007854485324514271,R1_baseline,
2024-07-29,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.025649642092063274,eod,-0.025649642092063274,0,0.01821461153696924,-0.02265029413923636,R1_baseline,
2024-07-30,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.012084785307590216,eod,-0.012084785307590216,0,0.002916510870145883,-0.01901607820095086,R1_baseline,
2024-07-31,KRW-BTC,bull_quiet,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,2.0,-0.02146601989026803,eod,-0.02146601989026803,0,0.005474727880159458,-0.02634982217911408,R1_baseline,
2024-08-01,KRW-BTC,bull_volatile,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,2.0,0.014588425608975055,eod,0.014588425608975055,0,0.02162796360657926,-0.02595577003962546,R1_baseline,
2024-08-02,KRW-BTC,bull_volatile,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,-0.0315,sl,-0.05729282539475539,0,0.004477660721873056,-0.05896131344714506,R1_baseline,
2024-08-03,KRW-BTC,bull_volatile,0,1,0.0,0.294104359611475,0.0,0.0,-0.0401914157152023,0.0,1.0,-0.013067013868907127,eod,-0.013067013868907127,0,0.011523687580025532,-0.019506061759582916,R1_baseline,
2024-08-04,KRW-BTC,bear_volatile,0,1,0.0,0.04698441382426022,0.0,0.0,-0.020403399257999125,0.0,1.0,-0.0315,sl,-0.058799550546098145,0,0.004153384368383195,-0.04967773460222913,R1_baseline,
2024-08-05,KRW-BTC,bear_volatile,0,1,0.0,0.294104359611475,0.0,0.0,-0.0401914157152023,0.0,1.0,-0.0315,sl,-0.015234160017785268,0,0.004702519817762152,-0.11934628867364516,R1_baseline,
2024-08-06,KRW-BTC,bear_volatile,0,1,0.0009033423667570009,0.2140921409214092,0.0,0.0,-0.03502480285844987,0.004219409282700422,1.0,-0.004004664938447809,eod,-0.004004664938447809,0,0.05610264057799608,-5.14231352685135e-05,R1_baseline,
2024-08-07,KRW-BTC,bear_volatile,0,1,0.0,0.07791327913279132,0.0,0.0,-0.0234329370312677,0.0,1.0,-0.015975650023226373,eod,-0.015975650023226373,0,0.02225382331661807,-0.02973829304193798,R1_baseline,
2024-08-08,KRW-BTC,bear_volatile,0,1,0.0,0.07791327913279132,0.0,0.0,-0.0234329370312677,0.0,2.0,0.0485,tp,0.09506296975719125,0,0.12239430510550364,-0.0056770341642640165,R1_baseline,
2024-08-09,KRW-BTC,bear_volatile,0,1,0.0009033423667570009,0.07791327913279132,0.0,0.0,-0.0234329370312677,0.011594202898550725,2.0,-0.006296692256768264,eod,-0.006296692256768264,0,0.003553364121439362,-0.027744018889544808,R1_baseline,
2024-08-10,KRW-BTC,bear_volatile,0,1,0.0,0.025067750677506776,0.0,0.0,-0.017029494668540184,0.0,2.0,0.0018273790760393051,eod,0.0018273790760393051,0,0.009903768576874139,-0.008921576651894858,R1_baseline,
2024-08-11,KRW-BTC,bear_volatile,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,3.0,-0.0315,sl,-0.03475653378016713,0,0.008812989529467963,-0.040399677829786707,R1_baseline,
2024-08-12,KRW-BTC,bear_volatile,0,1,0.0,0.025067750677506776,0.0015808491418247517,0.0,-0.017029494668540184,0.0,1.0,0.001184192154455367,eod,0.001184192154455367,0,0.026371715610510105,-0.0219281298299846,R1_baseline,
2024-08-13,KRW-BTC,bear_volatile,0,1,0.0,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.0,1.0,0.0135820694951046,eod,0.0135820694951046,0,0.030802696888482917,-0.013905080101433764,R1_baseline,
2024-08-14,KRW-BTC,bear_volatile,0,1,0.0,0.006097560975609756,0.0015808491418247517,0.0,-0.015144420357606426,0.0,1.0,-0.02470303542511315,eod,-0.02470303542511315,0,0.016113587194249712,-0.028006667691252818,R1_baseline,
2024-08-15,KRW-BTC,bear_volatile,0,1,0.0009033423667570009,0.006097560975609756,0.0,0.0,-0.015144420357606426,0.14814814814814814,1.0,-0.0315,sl,-0.021601901269530044,0,0.013524987869966143,-0.03566229985443958,R1_baseline,
